"target_id","ext_gene","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"ENSG00000127824","TUBA4A",8,27.6125781979479,2.77465328196237e-15,1.51740047328559e-12
"ENSG00000071909","MYO3B",7,23.2515052346803,5.19973216264677e-15,2.79542888927107e-12
"ENSG00000206561","COLQ",9,28.4502847278752,6.44253340365695e-15,3.40584528384325e-12
"ENSG00000150867","PIP4K2A",8,34.734616285954,6.65466314920406e-15,3.4603157447476e-12
"ENSG00000114626","ABTB1",11,46.0239595792593,9.8476849379138e-15,5.0380438475111e-12
"ENSG00000009950","MLXIPL",9,40.333692031226,1.01785107222559e-14,5.12463780316247e-12
"ENSG00000012822","CALCOCO1",17,74.0693878444242,1.35561724102123e-14,6.71856613561754e-12
"ENSG00000197694","SPTAN1",36,157.163791719832,1.72158841849636e-14,8.40108662250557e-12
"ENSG00000101680","LAMA1",6,20.3269227708584,1.98864520325441e-14,9.45868774079731e-12
"ENSG00000188313","PLSCR1",17,79.2522490450729,1.99795730834333e-14,9.45868774079731e-12
"ENSG00000178038","ALS2CL",10,54.6175205938628,2.45577088391534e-14,1.14550877451339e-11
"ENSG00000184640","SEPTIN9",40,181.451869332894,2.78485390944317e-14,1.28018523411055e-11
"ENSG00000153064","BANK1",6,12.3474318102303,3.23278367928949e-14,1.46486665033405e-11
"ENSG00000139044","B4GALNT3",7,28.390040976389,3.5810538252809e-14,1.59982318709979e-11
"ENSG00000140443","IGF1R",17,67.735552274057,3.67944919161656e-14,1.62095067929008e-11
"ENSG00000151914","DST",32,115.852749545109,4.13919229248979e-14,1.79850740171895e-11
"ENSG00000224271","",36,109.09670305066,4.34270104890867e-14,1.86143425095046e-11
"ENSG00000160963","COL26A1",3,16.2710874884585,4.97038141707689e-14,2.07441484431924e-11
"ENSG00000173559","NABP1",11,58.5651421607579,4.95736838992672e-14,2.07441484431924e-11
"ENSG00000198929","NOS1AP",5,26.3561629512816,5.39374130058916e-14,2.22187117290114e-11
"ENSG00000197415","VEPH1",12,35.5280236224681,6.13054022016106e-14,2.49300775952934e-11
"ENSG00000104419","NDRG1",40,176.497486596664,6.32702953615771e-14,2.54034240325805e-11
"ENSG00000124299","PEPD",13,53.0668259595492,6.97614177582351e-14,2.76595301234182e-11
"ENSG00000137642","SORL1",13,66.7335145331553,8.54447946368043e-14,3.34595486553678e-11
"ENSG00000174891","RSRC1",23,84.2276117598739,8.66155292787882e-14,3.35043655267547e-11
"ENSG00000118276","B4GALT6",5,20.2172943808851,9.06162181776868e-14,3.46295882455187e-11
"ENSG00000003096","KLHL13",6,18.7332238314,9.91933241721211e-14,3.7456107731137e-11
"ENSG00000163635","ATXN7",18,88.5841701372318,1.05501841920066e-13,3.89138386243284e-11
"ENSG00000104980","TIMM44",9,46.0569989750636,1.05507428408596e-13,3.89138386243284e-11
"ENSG00000172572","PDE3A",3,14.1496651695652,1.08061714987673e-13,3.93978107780919e-11
